city,month,rainfall,trigger
PUNJAB,2,0.8,0
PUNJAB,3,9.9,0
PUNJAB,4,10.9,0
PUNJAB,5,29.6,0
PUNJAB,6,49.9,0
PUNJAB,7,125.6,0
PUNJAB,8,94.9,0
PUNJAB,9,67.2,0
PUNJAB,10,9.0,0
PUNJAB,11,0.0,0
PUNJAB,12,0.1,0
PUNJAB,1,29.5,0
PUNJAB,2,0.5,0
PUNJAB,3,45.0,0
PUNJAB,4,1.3,0
PUNJAB,5,9.2,0
PUNJAB,6,5.2,0
PUNJAB,7,212.2,1
PUNJAB,8,119.1,0
PUNJAB,9,132.5,0
PUNJAB,10,6.9,0
PUNJAB,11,0.0,0
PUNJAB,12,9.5,0
PUNJAB,1,24.2,0
PUNJAB,2,1.7,0
PUNJAB,3,87.8,0
PUNJAB,4,1.2,0
PUNJAB,5,13.8,0
PUNJAB,6,22.0,0
PUNJAB,7,59.9,0
PUNJAB,8,124.0,0
PUNJAB,9,73.8,0
PUNJAB,10,7.4,0
PUNJAB,11,9.8,0
PUNJAB,12,25.9,0
PUNJAB,1,53.0,0
PUNJAB,2,40.3,0
PUNJAB,3,24.3,0
PUNJAB,4,0.5,0
PUNJAB,5,2.2,0
PUNJAB,6,19.2,0
PUNJAB,7,122.6,0
PUNJAB,8,50.3,0
PUNJAB,9,111.1,0
PUNJAB,10,1.2,0
PUNJAB,11,0.0,0
PUNJAB,12,9.4,0
PUNJAB,1,5.3,0
PUNJAB,2,83.1,0
PUNJAB,3,50.5,0
PUNJAB,4,1.5,0
PUNJAB,5,4.7,0
PUNJAB,6,38.3,0
PUNJAB,7,99.4,0
PUNJAB,8,190.5,0
PUNJAB,9,181.5,0
PUNJAB,10,0.5,0
PUNJAB,11,0.0,0
PUNJAB,12,22.2,0
PUNJAB,1,27.3,0
PUNJAB,2,95.4,0
PUNJAB,3,53.1,0
PUNJAB,4,50.7,0
PUNJAB,5,3.3,0
PUNJAB,6,20.2,0
PUNJAB,7,82.8,0
PUNJAB,8,249.0,1
PUNJAB,9,6.8,0
PUNJAB,10,0.4,0
PUNJAB,11,0.0,0
PUNJAB,12,0.0,0
PUNJAB,1,46.9,0
PUNJAB,2,11.8,0
PUNJAB,3,0.3,0
PUNJAB,4,31.3,0
PUNJAB,5,12.1,0
PUNJAB,6,13.0,0
PUNJAB,7,183.8,0
PUNJAB,8,399.1,1
PUNJAB,9,37.3,0
PUNJAB,10,1.2,0
PUNJAB,11,1.7,0
PUNJAB,12,2.0,0
PUNJAB,1,34.0,0
PUNJAB,2,21.0,0
PUNJAB,3,0.2,0
PUNJAB,4,48.6,0
PUNJAB,5,1.8,0
PUNJAB,6,81.3,0
PUNJAB,7,240.9,1
PUNJAB,8,178.7,0
PUNJAB,9,197.2,0
PUNJAB,10,1.5,0
PUNJAB,11,0.0,0
PUNJAB,12,40.5,0
PUNJAB,1,27.1,0
PUNJAB,2,5.6,0
PUNJAB,3,1.1,0
PUNJAB,4,2.7,0
PUNJAB,5,1.4,0
PUNJAB,6,111.4,0
PUNJAB,7,143.9,0
PUNJAB,8,217.9,1
PUNJAB,9,79.5,0
PUNJAB,10,21.0,0
PUNJAB,11,0.0,0
PUNJAB,12,4.8,0
PUNJAB,1,112.1,0
PUNJAB,2,7.3,0
PUNJAB,3,108.5,0
PUNJAB,4,3.7,0
PUNJAB,5,1.0,0
PUNJAB,6,64.9,0
PUNJAB,7,26.4,0
PUNJAB,8,103.5,0
PUNJAB,9,34.0,0
PUNJAB,10,11.7,0
PUNJAB,11,32.6,0
PUNJAB,12,0.1,0
PUNJAB,1,53.3,0
PUNJAB,2,5.2,0
PUNJAB,3,8.5,0
PUNJAB,4,19.9,0
PUNJAB,5,10.0,0
PUNJAB,6,10.6,0
PUNJAB,7,173.3,0
PUNJAB,8,197.4,0
PUNJAB,9,37.5,0
PUNJAB,10,0.0,0
PUNJAB,11,18.5,0
PUNJAB,12,2.2,0
PUNJAB,1,0.9,0
PUNJAB,2,58.7,0
PUNJAB,3,47.5,0
PUNJAB,4,0.6,0
PUNJAB,5,52.8,0
PUNJAB,6,86.9,0
PUNJAB,7,111.5,0
PUNJAB,8,159.0,0
PUNJAB,9,22.6,0
PUNJAB,10,2.2,0
PUNJAB,11,2.6,0
PUNJAB,12,15.8,0
PUNJAB,1,19.8,0
PUNJAB,2,26.9,0
PUNJAB,3,15.8,0
PUNJAB,4,44.6,0
PUNJAB,5,17.3,0
PUNJAB,6,58.9,0
PUNJAB,7,290.9,1
PUNJAB,8,75.6,0
PUNJAB,9,193.1,0
PUNJAB,10,34.7,0
PUNJAB,11,8.1,0
PUNJAB,12,8.7,0
PUNJAB,1,28.7,0
PUNJAB,2,59.8,0
PUNJAB,3,48.3,0
PUNJAB,4,9.3,0
PUNJAB,5,4.3,0
PUNJAB,6,22.5,0
PUNJAB,7,54.1,0
PUNJAB,8,67.4,0
PUNJAB,9,105.5,0
PUNJAB,10,19.3,0
PUNJAB,11,0.0,0
PUNJAB,12,2.4,0
PUNJAB,1,2.8,0
PUNJAB,2,20.9,0
PUNJAB,3,2.8,0
PUNJAB,4,4.4,0
PUNJAB,5,8.2,0
PUNJAB,6,33.9,0
PUNJAB,7,238.3,1
PUNJAB,8,184.1,0
PUNJAB,9,71.3,0
PUNJAB,10,21.1,0
PUNJAB,11,0.0,0
PUNJAB,12,0.6,0
PUNJAB,1,6.5,0
PUNJAB,2,3.1,0
PUNJAB,3,12.5,0
PUNJAB,4,71.9,0
PUNJAB,5,31.3,0
PUNJAB,6,82.6,0
PUNJAB,7,172.4,0
PUNJAB,8,211.4,1
PUNJAB,9,369.1,1
PUNJAB,10,156.5,0
PUNJAB,11,0.0,0
PUNJAB,12,9.4,0
PUNJAB,1,3.1,0
PUNJAB,2,1.2,0
PUNJAB,3,61.4,0
PUNJAB,4,38.5,0
PUNJAB,5,0.6,0
PUNJAB,6,31.9,0
PUNJAB,7,38.7,0
PUNJAB,8,140.5,0
PUNJAB,9,15.5,0
PUNJAB,10,0.2,0
PUNJAB,11,3.5,0
PUNJAB,12,4.5,0
PUNJAB,1,81.4,0
PUNJAB,2,12.3,0
PUNJAB,3,11.1,0
PUNJAB,4,4.9,0
PUNJAB,5,11.9,0
PUNJAB,6,6.4,0
PUNJAB,7,202.0,1
PUNJAB,8,137.0,0
PUNJAB,9,46.2,0
PUNJAB,10,0.4,0
PUNJAB,11,3.3,0
PUNJAB,12,32.9,0
PUNJAB,1,25.7,0
PUNJAB,2,18.3,0
PUNJAB,3,21.3,0
PUNJAB,4,0.6,0
PUNJAB,5,20.0,0
PUNJAB,6,42.7,0
PUNJAB,7,148.0,0
PUNJAB,8,81.3,0
PUNJAB,9,23.3,0
PUNJAB,10,0.4,0
PUNJAB,11,0.0,0
PUNJAB,12,1.5,0
PUNJAB,1,19.3,0
PUNJAB,2,3.9,0
PUNJAB,3,0.7,0
PUNJAB,4,0.7,0
PUNJAB,5,1.0,0
PUNJAB,6,19.9,0
PUNJAB,7,116.8,0
PUNJAB,8,113.9,0
PUNJAB,9,46.6,0
PUNJAB,10,27.0,0
PUNJAB,11,0.0,0
PUNJAB,12,20.5,0
PUNJAB,1,23.8,0
PUNJAB,2,14.0,0
PUNJAB,3,3.1,0
PUNJAB,4,3.0,0
PUNJAB,5,1.7,0
PUNJAB,6,65.1,0
PUNJAB,7,132.8,0
PUNJAB,8,85.6,0
PUNJAB,9,148.5,0
PUNJAB,10,2.5,0
PUNJAB,11,0.0,0
PUNJAB,12,33.5,0
PUNJAB,1,36.4,0
PUNJAB,2,63.0,0
PUNJAB,3,7.3,0
PUNJAB,4,4.9,0
PUNJAB,5,38.0,0
PUNJAB,6,21.8,0
PUNJAB,7,222.2,1
PUNJAB,8,279.1,1
PUNJAB,9,12.8,0
PUNJAB,10,5.7,0
PUNJAB,11,2.5,0
PUNJAB,12,44.1,0
PUNJAB,1,39.1,0
PUNJAB,2,42.3,0
PUNJAB,3,2.6,0
PUNJAB,4,1.1,0
PUNJAB,5,17.7,0
PUNJAB,6,2.3,0
PUNJAB,7,185.8,0
PUNJAB,8,109.0,0
PUNJAB,9,155.0,0
PUNJAB,10,0.5,0
PUNJAB,11,1.1,0
PUNJAB,12,34.4,0
PUNJAB,1,18.1,0
PUNJAB,2,2.1,0
PUNJAB,3,1.1,0
PUNJAB,4,7.7,0
PUNJAB,5,21.1,0
PUNJAB,6,104.7,0
PUNJAB,7,284.4,1
PUNJAB,8,158.8,0
PUNJAB,9,14.4,0
PUNJAB,10,7.5,0
PUNJAB,11,9.8,0
PUNJAB,12,0.0,0
PUNJAB,1,14.1,0
PUNJAB,2,7.5,0
PUNJAB,3,50.2,0
PUNJAB,4,16.2,0
PUNJAB,5,34.9,0
PUNJAB,6,7.2,0
PUNJAB,7,189.0,0
PUNJAB,8,228.4,1
PUNJAB,9,54.1,0
PUNJAB,10,0.1,0
PUNJAB,11,1.3,0
PUNJAB,12,4.4,0
PUNJAB,1,0.7,0
PUNJAB,2,39.8,0
PUNJAB,3,15.7,0
PUNJAB,4,6.6,0
PUNJAB,5,18.1,0
PUNJAB,6,18.6,0
PUNJAB,7,226.1,1
PUNJAB,8,95.2,0
PUNJAB,9,24.8,0
PUNJAB,10,5.5,0
PUNJAB,11,2.3,0
PUNJAB,12,27.7,0
PUNJAB,1,25.6,0
PUNJAB,2,21.3,0
PUNJAB,3,6.3,0
PUNJAB,4,10.2,0
PUNJAB,5,2.8,0
PUNJAB,6,34.9,0
PUNJAB,7,92.3,0
PUNJAB,8,120.2,0
PUNJAB,9,58.8,0
PUNJAB,10,1.0,0
PUNJAB,11,27.0,0
PUNJAB,12,36.9,0
PUNJAB,1,8.9,0
PUNJAB,2,1.1,0
PUNJAB,3,0.0,0
PUNJAB,4,11.5,0
PUNJAB,5,1.7,0
PUNJAB,6,45.6,0
PUNJAB,7,163.3,0
PUNJAB,8,111.6,0
PUNJAB,9,8.5,0
PUNJAB,10,10.2,0
PUNJAB,11,0.0,0
PUNJAB,12,60.6,0
PUNJAB,1,25.6,0
PUNJAB,2,27.0,0
PUNJAB,3,6.7,0
PUNJAB,4,13.3,0
PUNJAB,5,7.1,0
PUNJAB,6,55.0,0
PUNJAB,7,258.4,1
PUNJAB,8,57.4,0
PUNJAB,9,91.7,0
PUNJAB,10,1.1,0
PUNJAB,11,0.2,0
PUNJAB,12,13.9,0
PUNJAB,1,12.6,0
PUNJAB,2,27.1,0
PUNJAB,3,21.1,0
PUNJAB,4,2.0,0
PUNJAB,5,19.4,0
PUNJAB,6,9.5,0
PUNJAB,7,183.8,0
PUNJAB,8,222.1,1
PUNJAB,9,68.8,0
PUNJAB,10,21.8,0
PUNJAB,11,0.0,0
PUNJAB,12,0.5,0
PUNJAB,1,19.0,0
PUNJAB,2,13.2,0
PUNJAB,3,28.8,0
PUNJAB,4,7.3,0
PUNJAB,5,11.6,0
PUNJAB,6,19.9,0
PUNJAB,7,190.7,0
PUNJAB,8,136.1,0
PUNJAB,9,32.0,0
PUNJAB,10,1.5,0
PUNJAB,11,0.3,0
PUNJAB,12,29.9,0
PUNJAB,1,6.2,0
PUNJAB,2,26.4,0
PUNJAB,3,35.7,0
PUNJAB,4,7.2,0
PUNJAB,5,25.7,0
PUNJAB,6,37.1,0
PUNJAB,7,180.0,0
PUNJAB,8,327.3,1
PUNJAB,9,202.7,1
PUNJAB,10,8.4,0
PUNJAB,11,2.9,0
PUNJAB,12,0.9,0
PUNJAB,1,18.3,0
PUNJAB,2,1.7,0
PUNJAB,3,37.5,0
PUNJAB,4,2.4,0
PUNJAB,5,6.0,0
PUNJAB,6,51.0,0
PUNJAB,7,150.9,0
PUNJAB,8,136.6,0
PUNJAB,9,14.9,0
PUNJAB,10,0.0,0
PUNJAB,11,0.0,0
PUNJAB,12,9.9,0
PUNJAB,1,73.7,0
PUNJAB,2,40.9,0
PUNJAB,3,12.8,0
PUNJAB,4,44.2,0
PUNJAB,5,2.1,0
PUNJAB,6,8.2,0
PUNJAB,7,203.9,1
PUNJAB,8,144.6,0
PUNJAB,9,45.1,0
PUNJAB,10,2.7,0
PUNJAB,11,11.6,0
PUNJAB,12,8.2,0
PUNJAB,1,1.3,0
PUNJAB,2,58.8,0
PUNJAB,3,17.3,0
PUNJAB,4,10.9,0
PUNJAB,5,5.4,0
PUNJAB,6,105.0,0
PUNJAB,7,170.2,0
PUNJAB,8,165.5,0
PUNJAB,9,57.7,0
PUNJAB,10,6.2,0
PUNJAB,11,0.2,0
PUNJAB,12,27.9,0
PUNJAB,1,5.8,0
PUNJAB,2,96.0,0
PUNJAB,3,10.2,0
PUNJAB,4,41.8,0
PUNJAB,5,8.8,0
PUNJAB,6,55.4,0
PUNJAB,7,218.6,1
PUNJAB,8,30.5,0
PUNJAB,9,70.2,0
PUNJAB,10,7.3,0
PUNJAB,11,0.3,0
PUNJAB,12,26.2,0
PUNJAB,1,77.5,0
PUNJAB,2,22.2,0
PUNJAB,3,1.8,0
PUNJAB,4,9.1,0
PUNJAB,5,3.4,0
PUNJAB,6,112.8,0
PUNJAB,7,102.3,0
PUNJAB,8,85.4,0
PUNJAB,9,5.8,0
PUNJAB,10,9.9,0
PUNJAB,11,0.0,0
PUNJAB,12,0.6,0
PUNJAB,1,6.2,0
PUNJAB,2,61.0,0
PUNJAB,3,58.1,0
PUNJAB,4,8.3,0
PUNJAB,5,0.8,0
PUNJAB,6,49.8,0
PUNJAB,7,100.5,0
PUNJAB,8,78.6,0
PUNJAB,9,37.9,0
PUNJAB,10,2.6,0
PUNJAB,11,0.0,0
PUNJAB,12,0.0,0
PUNJAB,1,36.8,0
PUNJAB,2,45.1,0
PUNJAB,3,13.7,0
PUNJAB,4,2.9,0
PUNJAB,5,6.5,0
PUNJAB,6,60.3,0
PUNJAB,7,159.3,0
PUNJAB,8,179.6,0
PUNJAB,9,27.4,0
PUNJAB,10,0.1,0
PUNJAB,11,0.1,0
PUNJAB,12,0.5,0
PUNJAB,1,55.3,0
PUNJAB,2,8.5,0
PUNJAB,3,12.4,0
PUNJAB,4,1.0,0
PUNJAB,5,15.2,0
PUNJAB,6,89.5,0
PUNJAB,7,111.4,0
PUNJAB,8,152.1,0
PUNJAB,9,41.0,0
PUNJAB,10,9.8,0
PUNJAB,11,0.0,0
PUNJAB,12,10.2,0
PUNJAB,1,27.2,0
PUNJAB,2,57.2,0
PUNJAB,3,15.4,0
PUNJAB,4,19.6,0
PUNJAB,5,13.4,0
PUNJAB,6,52.4,0
PUNJAB,7,253.3,1
PUNJAB,8,256.4,1
PUNJAB,9,131.7,0
PUNJAB,10,5.1,0
PUNJAB,11,0.0,0
PUNJAB,12,39.8,0
PUNJAB,1,55.6,0
PUNJAB,2,1.9,0
PUNJAB,3,7.9,0
PUNJAB,4,7.8,0
PUNJAB,5,9.8,0
PUNJAB,6,29.2,0
PUNJAB,7,130.4,0
PUNJAB,8,132.6,0
PUNJAB,9,46.6,0
PUNJAB,10,0.4,0
PUNJAB,11,0.0,0
PUNJAB,12,0.2,0
PUNJAB,1,32.3,0
PUNJAB,2,54.6,0
PUNJAB,3,49.5,0
PUNJAB,4,46.5,0
PUNJAB,5,0.6,0
PUNJAB,6,21.8,0
PUNJAB,7,183.8,0
PUNJAB,8,145.8,0
PUNJAB,9,67.2,0
PUNJAB,10,14.6,0
PUNJAB,11,1.6,0
PUNJAB,12,8.4,0
PUNJAB,1,71.4,0
PUNJAB,2,0.0,0
PUNJAB,3,14.5,0
PUNJAB,4,15.9,0
PUNJAB,5,3.2,0
PUNJAB,6,38.3,0
PUNJAB,7,156.9,0
PUNJAB,8,138.6,0
PUNJAB,9,359.8,1
PUNJAB,10,6.0,0
PUNJAB,11,0.5,0
PUNJAB,12,0.2,0
PUNJAB,1,2.6,0
PUNJAB,2,16.1,0
PUNJAB,3,7.0,0
PUNJAB,4,4.2,0
PUNJAB,5,19.3,0
PUNJAB,6,63.1,0
PUNJAB,7,129.5,0
PUNJAB,8,150.5,0
PUNJAB,9,7.4,0
PUNJAB,10,32.0,0
PUNJAB,11,7.6,0
PUNJAB,12,38.7,0
PUNJAB,1,23.2,0
PUNJAB,2,14.5,0
PUNJAB,3,9.4,0
PUNJAB,4,0.0,0
PUNJAB,5,5.4,0
PUNJAB,6,3.5,0
PUNJAB,7,57.4,0
PUNJAB,8,177.4,0
PUNJAB,9,270.8,1
PUNJAB,10,3.0,0
PUNJAB,11,0.0,0
PUNJAB,12,36.3,0
PUNJAB,1,19.9,0
PUNJAB,2,53.1,0
PUNJAB,3,66.5,0
PUNJAB,4,6.7,0
PUNJAB,5,2.2,0
PUNJAB,6,11.2,0
PUNJAB,7,195.7,0
PUNJAB,8,209.6,1
PUNJAB,9,38.3,0
PUNJAB,10,0.6,0
PUNJAB,11,0.3,0
PUNJAB,12,16.2,0
PUNJAB,1,9.3,0
PUNJAB,2,58.4,0
PUNJAB,3,4.8,0
PUNJAB,4,5.2,0
PUNJAB,5,9.8,0
PUNJAB,6,26.9,0
PUNJAB,7,320.0,1
PUNJAB,8,93.7,0
PUNJAB,9,51.0,0
PUNJAB,10,1.4,0
PUNJAB,11,0.0,0
PUNJAB,12,4.5,0
PUNJAB,1,53.1,0
PUNJAB,2,25.4,0
PUNJAB,3,50.1,0
PUNJAB,4,2.4,0
PUNJAB,5,8.1,0
PUNJAB,6,14.1,0
PUNJAB,7,209.2,1
PUNJAB,8,232.3,1
PUNJAB,9,396.8,1
PUNJAB,10,0.4,0
PUNJAB,11,0.0,0
PUNJAB,12,0.1,0
PUNJAB,1,23.9,0
PUNJAB,2,4.3,0
PUNJAB,3,53.5,0
PUNJAB,4,10.4,0
PUNJAB,5,21.5,0
PUNJAB,6,5.1,0
PUNJAB,7,207.8,1
PUNJAB,8,122.2,0
PUNJAB,9,12.5,0
PUNJAB,10,1.9,0
PUNJAB,11,34.5,0
PUNJAB,12,1.9,0
PUNJAB,1,19.7,0
PUNJAB,2,20.4,0
PUNJAB,3,34.0,0
PUNJAB,4,0.7,0
PUNJAB,5,6.4,0
PUNJAB,6,59.8,0
PUNJAB,7,137.0,0
PUNJAB,8,282.3,1
PUNJAB,9,1.7,0
PUNJAB,10,0.1,0
PUNJAB,11,0.1,0
PUNJAB,12,3.8,0
PUNJAB,1,47.1,0
PUNJAB,2,1.5,0
PUNJAB,3,0.0,0
PUNJAB,4,8.2,0
PUNJAB,5,2.2,0
PUNJAB,6,54.3,0
PUNJAB,7,262.7,1
PUNJAB,8,153.3,0
PUNJAB,9,72.1,0
PUNJAB,10,0.5,0
PUNJAB,11,0.4,0
PUNJAB,12,9.3,0
PUNJAB,1,30.8,0
PUNJAB,2,92.2,0
PUNJAB,3,9.5,0
PUNJAB,4,0.1,0
PUNJAB,5,2.4,0
PUNJAB,6,27.6,0
PUNJAB,7,181.8,0
PUNJAB,8,45.7,0
PUNJAB,9,226.5,1
PUNJAB,10,16.6,0
PUNJAB,11,0.0,0
PUNJAB,12,0.0,0
PUNJAB,1,33.0,0
PUNJAB,2,3.6,0
PUNJAB,3,24.9,0
PUNJAB,4,20.5,0
PUNJAB,5,18.6,0
PUNJAB,6,38.0,0
PUNJAB,7,148.7,0
PUNJAB,8,169.7,0
PUNJAB,9,144.2,0
PUNJAB,10,370.3,1
PUNJAB,11,0.0,0
PUNJAB,12,2.6,0
PUNJAB,1,21.6,0
PUNJAB,2,6.8,0
PUNJAB,3,45.3,0
PUNJAB,4,5.1,0
PUNJAB,5,0.7,0
PUNJAB,6,53.5,0
PUNJAB,7,236.5,1
PUNJAB,8,208.7,1
PUNJAB,9,26.7,0
PUNJAB,10,140.1,0
PUNJAB,11,0.2,0
PUNJAB,12,5.3,0
PUNJAB,1,105.0,0
PUNJAB,2,4.0,0
PUNJAB,3,26.6,0
PUNJAB,4,10.6,0
PUNJAB,5,10.8,0
PUNJAB,6,19.5,0
PUNJAB,7,197.5,0
PUNJAB,8,167.4,0
PUNJAB,9,106.1,0
PUNJAB,10,17.2,0
PUNJAB,11,10.3,0
PUNJAB,12,35.5,0
PUNJAB,1,9.5,0
PUNJAB,2,3.5,0
PUNJAB,3,6.9,0
PUNJAB,4,4.4,0
PUNJAB,5,0.4,0
PUNJAB,6,28.0,0
PUNJAB,7,186.2,0
PUNJAB,8,128.4,0
PUNJAB,9,372.3,1
PUNJAB,10,43.4,0
PUNJAB,11,0.0,0
PUNJAB,12,45.0,0
PUNJAB,1,43.3,0
PUNJAB,2,21.4,0
PUNJAB,3,10.0,0
PUNJAB,4,4.8,0
PUNJAB,5,20.3,0
PUNJAB,6,21.5,0
PUNJAB,7,188.0,0
PUNJAB,8,210.1,1
PUNJAB,9,133.9,0
PUNJAB,10,24.0,0
PUNJAB,11,21.9,0
PUNJAB,12,0.5,0
PUNJAB,1,14.2,0
PUNJAB,2,0.1,0
PUNJAB,3,33.3,0
PUNJAB,4,4.7,0
PUNJAB,5,4.0,0
PUNJAB,6,44.1,0
PUNJAB,7,243.1,1
PUNJAB,8,234.1,1
PUNJAB,9,8.6,0
PUNJAB,10,0.5,0
PUNJAB,11,0.0,0
PUNJAB,12,20.3,0
PUNJAB,1,51.7,0
PUNJAB,2,39.5,0
PUNJAB,3,3.0,0
PUNJAB,4,14.2,0
PUNJAB,5,4.6,0
PUNJAB,6,43.0,0
PUNJAB,7,216.1,1
PUNJAB,8,199.3,0
PUNJAB,9,87.0,0
PUNJAB,10,22.8,0
PUNJAB,11,2.8,0
PUNJAB,12,6.1,0
PUNJAB,1,39.6,0
PUNJAB,2,14.2,0
PUNJAB,3,43.2,0
PUNJAB,4,4.2,0
PUNJAB,5,4.7,0
PUNJAB,6,26.0,0
PUNJAB,7,167.5,0
PUNJAB,8,126.8,0
PUNJAB,9,321.2,1
PUNJAB,10,0.5,0
PUNJAB,11,14.8,0
PUNJAB,12,6.7,0
PUNJAB,1,0.4,0
PUNJAB,2,14.5,0
PUNJAB,3,34.3,0
PUNJAB,4,3.0,0
PUNJAB,5,12.7,0
PUNJAB,6,31.3,0
PUNJAB,7,116.7,0
PUNJAB,8,199.4,0
PUNJAB,9,42.6,0
PUNJAB,10,0.6,0
PUNJAB,11,7.0,0
PUNJAB,12,13.6,0
PUNJAB,1,11.0,0
PUNJAB,2,5.7,0
PUNJAB,3,3.9,0
PUNJAB,4,5.2,0
PUNJAB,5,19.2,0
PUNJAB,6,10.2,0
PUNJAB,7,359.3,1
PUNJAB,8,189.8,0
PUNJAB,9,95.0,0
PUNJAB,10,0.0,0
PUNJAB,11,0.0,0
PUNJAB,12,9.6,0
PUNJAB,1,13.1,0
PUNJAB,2,23.9,0
PUNJAB,3,15.3,0
PUNJAB,4,21.3,0
PUNJAB,5,34.3,0
PUNJAB,6,1.6,0
PUNJAB,7,192.6,0
PUNJAB,8,91.6,0
PUNJAB,9,14.2,0
PUNJAB,10,10.4,0
PUNJAB,11,4.5,0
PUNJAB,12,0.5,0
PUNJAB,1,0.2,0
PUNJAB,2,38.9,0
PUNJAB,3,18.5,0
PUNJAB,4,3.6,0
PUNJAB,5,37.6,0
PUNJAB,6,85.1,0
PUNJAB,7,109.8,0
PUNJAB,8,200.0,0
PUNJAB,9,132.6,0
PUNJAB,10,9.5,0
PUNJAB,11,0.0,0
PUNJAB,12,2.3,0
PUNJAB,1,0.2,0
PUNJAB,2,13.1,0
PUNJAB,3,84.8,0
PUNJAB,4,1.8,0
PUNJAB,5,1.1,0
PUNJAB,6,14.7,0
PUNJAB,7,211.6,1
PUNJAB,8,197.8,0
PUNJAB,9,61.5,0
PUNJAB,10,14.2,0
PUNJAB,11,1.9,0
PUNJAB,12,77.6,0
PUNJAB,1,24.7,0
PUNJAB,2,30.5,0
PUNJAB,3,32.7,0
PUNJAB,4,2.1,0
PUNJAB,5,1.6,0
PUNJAB,6,42.6,0
PUNJAB,7,239.4,1
PUNJAB,8,142.1,0
PUNJAB,9,0.5,0
PUNJAB,10,11.7,0
PUNJAB,11,0.5,0
PUNJAB,12,7.8,0
PUNJAB,1,14.2,0
PUNJAB,2,21.7,0
PUNJAB,3,24.4,0
PUNJAB,4,12.0,0
PUNJAB,5,17.2,0
PUNJAB,6,10.8,0
PUNJAB,7,145.9,0
PUNJAB,8,122.9,0
PUNJAB,9,120.9,0
PUNJAB,10,1.1,0
PUNJAB,11,3.7,0
PUNJAB,12,0.0,0
PUNJAB,1,40.1,0
PUNJAB,2,20.6,0
PUNJAB,3,7.3,0
PUNJAB,4,0.3,0
PUNJAB,5,12.8,0
PUNJAB,6,119.8,0
PUNJAB,7,75.4,0
PUNJAB,8,260.7,1
PUNJAB,9,109.4,0
PUNJAB,10,4.2,0
PUNJAB,11,0.0,0
PUNJAB,12,0.0,0
PUNJAB,1,5.2,0
PUNJAB,2,42.0,0
PUNJAB,3,3.3,0
PUNJAB,4,11.8,0
PUNJAB,5,42.6,0
PUNJAB,6,99.0,0
PUNJAB,7,251.4,1
PUNJAB,8,255.9,1
PUNJAB,9,27.2,0
PUNJAB,10,1.6,0
PUNJAB,11,8.1,0
PUNJAB,12,0.0,0
PUNJAB,1,9.1,0
PUNJAB,2,31.9,0
PUNJAB,3,10.8,0
PUNJAB,4,6.5,0
PUNJAB,5,0.1,0
PUNJAB,6,23.8,0
PUNJAB,7,192.9,0
PUNJAB,8,132.3,0
PUNJAB,9,26.1,0
PUNJAB,10,7.9,0
PUNJAB,11,19.6,0
PUNJAB,12,10.1,0
PUNJAB,1,26.0,0
PUNJAB,2,32.4,0
PUNJAB,3,8.2,0
PUNJAB,4,1.8,0
PUNJAB,5,41.2,0
PUNJAB,6,111.4,0
PUNJAB,7,170.5,0
PUNJAB,8,256.3,1
PUNJAB,9,43.3,0
PUNJAB,10,19.6,0
PUNJAB,11,0.0,0
PUNJAB,12,32.4,0
PUNJAB,1,3.2,0
PUNJAB,2,2.0,0
PUNJAB,3,3.1,0
PUNJAB,4,1.3,0
PUNJAB,5,6.9,0
PUNJAB,6,71.0,0
PUNJAB,7,136.7,0
PUNJAB,8,101.3,0
PUNJAB,9,14.4,0
PUNJAB,10,0.6,0
PUNJAB,11,0.0,0
PUNJAB,12,15.8,0
PUNJAB,1,21.1,0
PUNJAB,2,20.4,0
PUNJAB,3,20.0,0
PUNJAB,4,1.3,0
PUNJAB,5,3.3,0
PUNJAB,6,60.0,0
PUNJAB,7,230.6,1
PUNJAB,8,195.1,0
PUNJAB,9,148.8,0
PUNJAB,10,5.2,0
PUNJAB,11,0.0,0
PUNJAB,12,0.0,0
PUNJAB,1,29.2,0
PUNJAB,2,53.7,0
PUNJAB,3,22.7,0
PUNJAB,4,9.4,0
PUNJAB,5,12.5,0
PUNJAB,6,63.1,0
PUNJAB,7,195.3,0
PUNJAB,8,318.7,1
PUNJAB,9,85.1,0
PUNJAB,10,4.4,0
PUNJAB,11,0.0,0
PUNJAB,12,0.5,0
PUNJAB,1,37.7,0
PUNJAB,2,0.5,0
PUNJAB,3,1.0,0
PUNJAB,4,37.1,0
PUNJAB,5,41.9,0
PUNJAB,6,62.3,0
PUNJAB,7,208.1,1
PUNJAB,8,175.9,0
PUNJAB,9,120.1,0
PUNJAB,10,6.6,0
PUNJAB,11,0.4,0
PUNJAB,12,21.1,0
PUNJAB,1,4.1,0
PUNJAB,2,30.0,0
PUNJAB,3,65.1,0
PUNJAB,4,2.8,0
PUNJAB,5,1.9,0
PUNJAB,6,99.2,0
PUNJAB,7,229.4,1
PUNJAB,8,231.6,1
PUNJAB,9,45.7,0
PUNJAB,10,2.3,0
PUNJAB,11,8.1,0
PUNJAB,12,0.5,0
PUNJAB,1,25.9,0
PUNJAB,2,71.9,0
PUNJAB,3,45.7,0
PUNJAB,4,6.8,0
PUNJAB,5,22.2,0
PUNJAB,6,37.3,0
PUNJAB,7,147.5,0
PUNJAB,8,46.6,0
PUNJAB,9,45.1,0
