city,month,rainfall,trigger
SUB HIMALAYAN WEST BENGAL & SIKKIM,6,558.0,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,7,704.0,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,8,285.9,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,9,518.2,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,10,170.5,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,11,6.1,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,12,0.4,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1,0.8,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2,24.2,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,3,80.5,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,4,66.0,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,5,148.9,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,6,615.2,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,7,389.8,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,8,608.7,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,9,788.8,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,10,161.0,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,11,0.2,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,12,0.0,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1,37.9,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2,6.0,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,3,54.9,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,4,157.4,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,5,503.1,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,6,589.2,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,7,970.2,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,8,521.4,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,9,479.6,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,10,183.8,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,11,2.7,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,12,7.1,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1,17.8,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2,2.5,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,3,5.6,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,4,45.4,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,5,217.1,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,6,803.0,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,7,719.8,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,8,526.3,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,9,571.2,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,10,87.2,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,11,1.9,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,12,3.9,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1,0.0,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2,40.2,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,3,3.8,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,4,104.2,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,5,336.5,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,6,536.9,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,7,656.3,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,8,228.1,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,9,504.1,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,10,76.5,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,11,0.6,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,12,1.7,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1,0.8,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2,3.5,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,3,4.1,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,4,110.9,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,5,264.7,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,6,693.1,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,7,732.0,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,8,491.2,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,9,439.0,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,10,128.2,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,11,81.4,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,12,1.9,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1,3.0,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2,6.1,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,3,13.1,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,4,261.6,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,5,284.6,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,6,554.1,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,7,446.0,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,8,664.5,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,9,568.6,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,10,69.3,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,11,14.8,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,12,0.8,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1,12.7,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2,2.9,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,3,66.5,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,4,43.7,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,5,236.1,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,6,580.8,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,7,853.8,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,8,396.4,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,9,331.8,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,10,102.8,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,11,0.2,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,12,9.9,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1,21.0,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2,33.9,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,3,56.4,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,4,44.5,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,5,300.4,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,6,682.1,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,7,518.1,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,8,408.4,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,9,543.5,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,10,107.3,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,11,16.3,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,12,0.3,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1,25.5,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2,11.8,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,3,5.4,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,4,92.6,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,5,210.8,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,6,527.8,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,7,666.2,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,8,660.9,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,9,395.9,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,10,255.3,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,11,14.9,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,12,1.9,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1,49.7,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2,2.0,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,3,37.9,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,4,126.4,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,5,235.0,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,6,594.0,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,7,554.5,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,8,392.6,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,9,400.9,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,10,513.5,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,11,10.5,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,12,14.3,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1,17.6,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2,19.9,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,3,51.7,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,4,61.3,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,5,192.3,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,6,495.1,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,7,346.1,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,8,475.8,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,9,329.6,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,10,140.4,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,11,52.0,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,12,2.4,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1,2.8,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2,9.7,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,3,28.2,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,4,98.6,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,5,296.3,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,6,523.7,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,7,793.8,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,8,408.7,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,9,585.3,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,10,112.1,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,11,12.7,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,12,4.5,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1,3.0,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2,7.0,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,3,8.6,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,4,72.4,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,5,255.9,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,6,731.3,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,7,363.5,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,8,582.9,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,9,380.1,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,10,154.4,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,11,132.1,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,12,24.4,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1,16.5,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2,9.4,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,3,0.5,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,4,112.4,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,5,206.0,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,6,565.3,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,7,653.3,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,8,512.3,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,9,284.1,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,10,149.3,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,11,3.9,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,12,1.1,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1,10.5,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2,60.2,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,3,0.4,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,4,86.8,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,5,227.5,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,6,517.2,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,7,656.2,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,8,455.6,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,9,436.3,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,10,151.4,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,11,4.0,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,12,6.8,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1,9.5,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2,28.4,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,3,16.6,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,4,24.2,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,5,248.9,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,6,609.2,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,7,365.4,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,8,935.1,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,9,521.7,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,10,18.0,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,11,6.3,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,12,1.8,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1,3.7,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2,8.9,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,3,46.7,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,4,85.7,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,5,274.8,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,6,410.4,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,7,663.8,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,8,508.7,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,9,536.0,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,10,113.2,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,11,0.1,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,12,8.3,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1,0.0,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2,68.6,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,3,2.2,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,4,63.7,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,5,270.2,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,6,317.2,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,7,477.3,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,8,654.0,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,9,354.8,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,10,351.6,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,11,6.7,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,12,2.0,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1,0.8,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2,8.2,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,3,7.6,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,4,76.2,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,5,460.9,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,6,889.2,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,7,699.4,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,8,539.0,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,9,461.0,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,10,102.4,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,11,4.4,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,12,0.1,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1,0.0,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2,19.8,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,3,5.8,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,4,6.7,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,5,268.3,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,6,626.3,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,7,605.9,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,8,460.5,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,9,444.6,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,10,146.3,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,11,6.5,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,12,0.3,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1,0.1,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2,54.2,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,3,121.2,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,4,24.7,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,5,217.1,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,6,469.1,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,7,600.3,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,8,400.8,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,9,408.4,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,10,11.7,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,11,9.5,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,12,3.1,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1,3.8,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2,6.3,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,3,12.7,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,4,85.4,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,5,378.8,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,6,470.1,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,7,544.9,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,8,582.1,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,9,452.8,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,10,154.5,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,11,22.0,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,12,4.5,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1,6.6,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2,19.5,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,3,45.7,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,4,186.9,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,5,253.8,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,6,537.8,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,7,382.2,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,8,363.8,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,9,511.7,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,10,49.7,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,11,7.6,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,12,0.0,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1,42.0,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2,38.8,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,3,30.3,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,4,185.0,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,5,209.6,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,6,828.9,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,7,450.0,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,8,555.7,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,9,532.8,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,10,39.6,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,11,4.0,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,12,0.9,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1,37.1,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2,15.7,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,3,53.9,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,4,105.9,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,5,248.8,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,6,585.9,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,7,446.9,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,8,416.7,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,9,613.3,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,10,52.1,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,11,6.9,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,12,0.0,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1,27.8,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2,21.3,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,3,6.9,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,4,120.3,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,5,305.4,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,6,398.3,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,7,551.3,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,8,680.0,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,9,406.9,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,10,235.9,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,11,0.0,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,12,1.3,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1,0.0,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2,11.6,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,3,34.2,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,4,182.8,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,5,248.7,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,6,523.4,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,7,599.9,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,8,401.1,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,9,461.7,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,10,297.0,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,11,7.8,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,12,0.2,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1,1.6,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2,0.8,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,3,93.4,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,4,76.0,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,5,171.1,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,6,377.7,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,7,688.1,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,8,439.2,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,9,542.0,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,10,141.9,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,11,1.9,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,12,0.5,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1,0.5,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2,15.5,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,3,21.5,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,4,178.3,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,5,357.5,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,6,556.3,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,7,798.0,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,8,415.5,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,9,349.2,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,10,185.8,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,11,57.1,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,12,1.3,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1,9.6,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2,25.5,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,3,14.1,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,4,281.8,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,5,351.9,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,6,660.9,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,7,645.1,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,8,586.3,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,9,395.8,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,10,311.4,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,11,0.1,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,12,5.1,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1,0.3,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2,19.6,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,3,27.9,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,4,48.4,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,5,210.4,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,6,747.5,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,7,570.9,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,8,639.9,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,9,366.2,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,10,131.0,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,11,0.2,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,12,0.3,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1,1.0,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2,0.5,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,3,22.7,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,4,69.3,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,5,239.8,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,6,546.5,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,7,778.3,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,8,503.7,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,9,326.1,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,10,158.0,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,11,37.3,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,12,0.0,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1,1.3,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2,22.2,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,3,80.8,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,4,168.2,0
SUB HIMALAYAN WEST BENGAL & SIKKIM,5,420.8,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,6,580.6,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,7,713.0,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,8,522.9,1
